pokedex_number,name,classfication,generation,is_legendary,type1,type2,abilities,base_total,hp,attack,defense,sp_attack,sp_defense,speed,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,capture_rate,experience_growth,base_happiness,base_egg_steps,height_m,weight_kg,percentage_male
652,Chesnaught,Spiny Armor Pokemon,6,0,grass,fighting,"['Overgrow', 'Bulletproof']",530,88,107,122,74,75,64,1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,45,1059860,70,5120,1.6,90,88.1
653,Fennekin,Fox Pokemon,6,0,fire,,"['Blaze', 'Magician']",307,40,45,40,62,60,60,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,45,1059860,70,5120,0.4,9.4,88.1
654,Braixen,Fox Pokemon,6,0,fire,,"['Blaze', 'Magician']",409,59,59,58,90,70,73,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,45,1059860,70,5120,1,14.5,88.1
655,Delphox,Fox Pokemon,6,0,fire,psychic,"['Blaze', 'Magician']",534,75,69,72,114,100,104,1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2,45,1059860,70,5120,1.5,39,88.1
656,Froakie,Bubble Frog Pokemon,6,0,water,,"['Torrent', 'Protean']",314,41,56,40,62,44,71,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,45,1059860,70,5120,0.3,7,88.1
657,Frogadier,Bubble Frog Pokemon,6,0,water,,"['Torrent', 'Protean']",405,54,63,52,83,56,97,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,45,1059860,70,5120,0.6,10.9,88.1
658,Greninja,Ninja Pokemon,6,0,water,dark,"['Torrent', 'Protean', 'Battle Bond']",640,72,145,67,153,71,132,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,45,1059860,70,5120,1.5,40,88.1
659,Bunnelby,Digging Pokemon,6,0,normal,,"['Pickup', 'Cheek Pouch', 'Huge Power']",237,38,36,38,32,36,57,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,255,1000000,70,3840,0.4,5,50
660,Diggersby,Digging Pokemon,6,0,normal,ground,"['Pickup', 'Cheek Pouch', 'Huge Power']",423,85,56,77,50,77,78,1,1,1,0,1,2,1,1,0,2,1,2,1,0.5,1,0.5,1,2,127,1000000,70,3840,1,42.4,50
661,Fletchling,Tiny Robin Pokemon,6,0,normal,flying,"['Big Pecks', 'Gale Wings']",278,45,50,43,40,38,62,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,255,1059860,70,3840,0.3,1.7,50
662,Fletchinder,Ember Pokemon,6,0,fire,flying,"['Flame Body', 'Gale Wings']",382,62,73,55,56,52,84,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,120,1059860,70,3840,0.7,16,50
663,Talonflame,Scorching Pokemon,6,0,fire,flying,"['Flame Body', 'Gale Wings']",499,78,81,71,74,69,126,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,45,1059860,70,3840,1.2,24.5,50
664,Scatterbug,Scatterdust Pokemon,6,0,bug,,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",200,38,35,40,27,25,35,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,255,1000000,70,3840,0.3,2.5,50
665,Spewpa,Scatterdust Pokemon,6,0,bug,,"['Shed Skin', 'Friend Guard']",213,45,22,60,27,30,29,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,120,1000000,70,3840,0.3,8.4,50
666,Vivillon,Scale Pokemon,6,0,bug,flying,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",411,80,52,50,90,50,89,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,45,1000000,70,3840,1.2,17,50
667,Litleo,Lion Cub Pokemon,6,0,fire,normal,"['Rivalry', 'Unnerve', 'Moxie']",369,62,50,58,73,54,72,0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2,220,1059860,70,5120,0.6,13.5,11.2
668,Pyroar,Royal Pokemon,6,0,fire,normal,"['Rivalry', 'Unnerve', 'Moxie']",507,86,68,72,109,66,106,0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2,65,1059860,70,5120,1.5,81.5,11.2
669,Flabébé,Single Bloom Pokemon,6,0,fairy,,"['Flower Veil', 'Symbiosis']",303,44,38,39,61,79,42,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,225,1000000,70,5120,0.1,0.1,0
670,Floette,Fairy Pokemon,6,0,fairy,,"['Flower Veil', 'Symbiosis']",551,74,65,67,125,128,92,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,120,1000000,70,5120,0.2,0.9,0
671,Florges,Garden Pokemon,6,0,fairy,,"['Flower Veil', 'Symbiosis']",552,78,65,68,112,154,75,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,45,1000000,70,5120,1.1,10,0
672,Skiddo,Mount Pokemon,6,0,grass,,"['Sap Sipper', 'Grass Pelt']",350,66,65,48,62,57,52,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,200,1000000,70,5120,0.9,31,50
673,Gogoat,Mount Pokemon,6,0,grass,,"['Sap Sipper', 'Grass Pelt']",531,123,100,62,97,81,68,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,45,1000000,70,5120,1.7,91,50
674,Pancham,Playful Pokemon,6,0,fighting,,"['Iron Fist', 'Mold Breaker', 'Scrappy']",348,67,82,62,46,48,43,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,220,1000000,70,6400,0.6,8,50
675,Pangoro,Daunting Pokemon,6,0,fighting,dark,"['Iron Fist', 'Mold Breaker', 'Scrappy']",495,95,124,78,69,71,58,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,65,1000000,70,6400,2.1,136,50
676,Furfrou,Poodle Pokemon,6,0,normal,,['Fur Coat'],472,75,80,60,65,90,102,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,160,1000000,70,5120,1.2,28,50
677,Espurr,Restraint Pokemon,6,0,psychic,,"['Keen Eye', 'Infiltrator', 'Own Tempo']",355,62,48,54,63,60,68,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,190,1000000,70,5120,0.3,3.5,50
678,Meowstic,Constraint Pokemon,6,0,psychic,,"['Keen Eye', 'Infiltrator', 'Prankster', 'Competitive']",466,74,48,76,83,81,104,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,75,1000000,70,5120,0.6,8.5,50
679,Honedge,Sword Pokemon,6,0,steel,ghost,['No Guard'],325,45,80,100,35,37,28,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,180,1000000,70,5120,0.8,2,50
680,Doublade,Sword Pokemon,6,0,steel,ghost,['No Guard'],448,59,110,150,45,49,35,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,90,1000000,70,5120,0.8,4.5,50
681,Aegislash,Royal Sword Pokemon,6,0,steel,ghost,['Stance Change'],520,60,150,50,150,50,60,0.25,2,0.5,1,0.5,0,2,0.5,2,0.5,2,0.5,0,0,0.5,0.5,0.5,1,45,1000000,70,5120,1.7,53,50
682,Spritzee,Perfume Pokemon,6,0,fairy,,"['Healer', 'Aroma Veil']",341,78,52,60,63,65,23,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,200,1000000,70,5120,0.2,0.5,50
683,Aromatisse,Fragrance Pokemon,6,0,fairy,,"['Healer', 'Aroma Veil']",462,101,72,72,99,89,29,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,140,1000000,70,5120,0.8,15.5,50
684,Swirlix,Cotton Candy Pokemon,6,0,fairy,,"['Sweet Veil', 'Unburden']",341,62,48,66,59,57,49,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,200,1000000,70,5120,0.4,3.5,50
685,Slurpuff,Meringue Pokemon,6,0,fairy,,"['Sweet Veil', 'Unburden']",480,82,80,86,85,75,72,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,140,1000000,70,5120,0.8,5,50
686,Inkay,Revolving Pokemon,6,0,dark,psychic,"['Contrary', 'Suction Cups', 'Infiltrator']",288,53,54,53,37,46,45,4,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,190,1000000,70,5120,0.4,3.5,50
687,Malamar,Overturning Pokemon,6,0,dark,psychic,"['Contrary', 'Suction Cups', 'Infiltrator']",482,86,92,88,68,75,73,4,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,80,1000000,70,5120,1.5,47,50
688,Binacle,Two-Handed Pokemon,6,0,rock,water,"['Tough Claws', 'Sniper', 'Pickpocket']",306,42,52,67,39,56,50,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,120,1000000,70,5120,0.5,31,50
689,Barbaracle,Collective Pokemon,6,0,rock,water,"['Tough Claws', 'Sniper', 'Pickpocket']",500,72,105,115,54,86,68,1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,45,1000000,70,5120,1.3,96,50
690,Skrelp,Mock Kelp Pokemon,6,0,poison,water,"['Poison Point', 'Poison Touch', 'Adaptability']",320,50,60,60,60,60,30,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,225,1000000,70,5120,0.5,7.3,50
691,Dragalge,Mock Kelp Pokemon,6,0,poison,dragon,"['Poison Point', 'Poison Touch', 'Adaptability']",494,65,75,90,97,123,44,0.5,1,2,0.5,1,0.5,0.5,1,1,0.25,2,2,1,0.5,2,1,1,0.5,55,1000000,70,5120,1.8,81.5,50
692,Clauncher,Water Gun Pokemon,6,0,water,,['Mega Launcher'],330,50,53,62,58,63,44,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,225,1250000,70,3840,0.5,8.3,50
693,Clawitzer,Howitzer Pokemon,6,0,water,,['Mega Launcher'],500,71,73,88,120,89,59,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,55,1250000,70,3840,1.3,35.3,50
694,Helioptile,Generator Pokemon,6,0,electric,normal,"['Dry Skin', 'Sand Veil', 'Solar Power']",289,44,38,33,61,43,70,1,1,1,0.5,1,2,1,0.5,0,1,2,1,1,1,1,1,0.5,1,190,1000000,70,5120,0.5,6,50
695,Heliolisk,Generator Pokemon,6,0,electric,normal,"['Dry Skin', 'Sand Veil', 'Solar Power']",481,62,55,52,109,94,109,1,1,1,0.5,1,2,1,0.5,0,1,2,1,1,1,1,1,0.5,1,75,1000000,70,5120,1,21,50
696,Tyrunt,Royal Heir Pokemon,6,0,rock,dragon,"['Strong Jaw', 'Sturdy']",362,58,89,77,45,45,48,1,1,2,0.5,2,2,0.25,0.5,1,1,2,2,0.5,0.5,1,1,2,1,45,1000000,70,7680,0.8,26,88.1
697,Tyrantrum,Despot Pokemon,6,0,rock,dragon,"['Strong Jaw', 'Rock Head']",521,82,121,119,69,59,71,1,1,2,0.5,2,2,0.25,0.5,1,1,2,2,0.5,0.5,1,1,2,1,45,1000000,70,7680,2.5,270,88.1
698,Amaura,Tundra Pokemon,6,0,rock,ice,"['Refrigerate', 'Snow Warning']",362,77,59,50,67,63,46,1,1,1,1,1,4,1,0.5,1,2,2,0.5,0.5,0.5,1,2,4,2,45,1000000,70,7680,1.3,25.2,88.1
699,Aurorus,Tundra Pokemon,6,0,rock,ice,"['Refrigerate', 'Snow Warning']",521,123,77,72,99,92,58,1,1,1,1,1,4,1,0.5,1,2,2,0.5,0.5,0.5,1,2,4,2,45,1000000,70,7680,2.7,225,88.1
700,Sylveon,Intertwining Pokemon,6,0,fairy,,"['Cute Charm', 'Pixilate']",525,95,65,65,110,130,60,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,45,1000000,70,8960,1,23.5,88.1
701,Hawlucha,Wrestling Pokemon,6,0,fighting,flying,"['Limber', 'Unburden', 'Mold Breaker']",500,78,92,75,74,63,118,0.25,0.5,1,2,2,0.5,1,2,1,0.5,0,2,1,1,2,1,1,1,100,1000000,70,5120,0.8,21.5,50
702,Dedenne,Antenna Pokemon,6,0,electric,fairy,"['Cheek Pouch', 'Pickup', 'Plus']",431,67,58,57,81,67,101,0.5,0.5,0,0.5,1,0.5,1,0.5,1,1,2,1,1,2,1,1,1,1,180,1000000,70,5120,0.2,2.2,50
703,Carbink,Jewel Pokemon,6,0,rock,fairy,"['Clear Body', 'Sturdy']",500,50,50,150,50,150,50,0.5,0.5,0,1,1,1,0.5,0.5,1,2,2,1,0.5,1,1,1,4,2,60,1250000,70,6400,0.3,5.7,
704,Goomy,Soft Tissue Pokemon,6,0,dragon,,"['Sap Sipper', 'Hydration', 'Gooey']",300,45,50,35,55,75,40,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,45,1250000,35,10240,0.3,2.8,50
705,Sliggoo,Soft Tissue Pokemon,6,0,dragon,,"['Sap Sipper', 'Hydration', 'Gooey']",452,68,75,53,83,113,60,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,45,1250000,35,10240,0.8,17.5,50
706,Goodra,Dragon Pokemon,6,0,dragon,,"['Sap Sipper', 'Hydration', 'Gooey']",600,90,100,70,110,150,80,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,45,1250000,35,10240,2,150.5,50
707,Klefki,Key Ring Pokemon,6,0,steel,fairy,"['Prankster', 'Magician']",470,57,80,91,80,87,75,0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,75,800000,70,5120,0.2,3,50
708,Phantump,Stump Pokemon,6,0,ghost,grass,"['Natural Cure', 'Frisk', 'Harvest']",309,43,70,48,50,60,38,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,120,1000000,70,5120,0.4,7,50
709,Trevenant,Elder Tree Pokemon,6,0,ghost,grass,"['Natural Cure', 'Frisk', 'Harvest']",474,85,110,76,65,82,56,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,60,1000000,70,5120,1.5,71,50
710,Pumpkaboo,Pumpkin Pokemon,6,0,ghost,grass,"['Pickup', 'Frisk', 'Insomnia']",335,59,66,70,44,55,41,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,120,1000000,70,5120,0.8,15,50
711,Gourgeist,Pumpkin Pokemon,6,0,ghost,grass,"['Pickup', 'Frisk', 'Insomnia']",494,85,100,122,58,75,54,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,60,1000000,70,5120,1.7,39,50
712,Bergmite,Ice Chunk Pokemon,6,0,ice,,"['Own Tempo', 'Ice Body', 'Sturdy']",304,55,69,85,32,35,28,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,190,1000000,70,5120,1,99.5,50
713,Avalugg,Iceberg Pokemon,6,0,ice,,"['Own Tempo', 'Ice Body', 'Sturdy']",514,95,117,184,44,46,28,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,55,1000000,70,5120,2,505,50
714,Noibat,Sound Wave Pokemon,6,0,flying,dragon,"['Frisk', 'Infiltrator', 'Telepathy']",245,40,30,35,45,40,55,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,190,1000000,70,5120,0.5,8,50
715,Noivern,Sound Wave Pokemon,6,0,flying,dragon,"['Frisk', 'Infiltrator', 'Telepathy']",535,85,70,80,97,80,123,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,45,1000000,70,5120,1.5,85,50
716,Xerneas,Life Pokemon,6,1,fairy,,['Fairy Aura'],680,126,131,95,131,98,99,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,45,1250000,0,30720,3,215,
717,Yveltal,Destruction Pokemon,6,1,dark,flying,['Dark Aura'],680,126,131,95,131,98,99,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,45,1250000,0,30720,5.8,203,
718,Zygarde,Order Pokemon,6,1,dragon,ground,"['Aura Break', 'Power Construct']",708,216,100,121,91,95,85,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,3,1250000,0,30720,5,284.6,
719,Diancie,Jewel Pokemon,6,1,rock,fairy,['Clear Body'],700,50,160,110,160,110,110,0.5,0.5,0,1,1,1,0.5,0.5,1,2,2,1,0.5,1,1,1,4,2,3,1250000,70,6400,0.7,8.8,
720,Hoopa,Mischief Pokemon (Confined)Djinn Pokemonn (Unbound),6,1,psychic,ghost,['Magician'],680,80,160,60,170,130,80,1,4,1,1,1,0,1,1,4,1,1,1,0,0.5,0.5,1,1,1,3,1250000,100,30720,,,
721,Volcanion,Steam Pokemon,6,1,fire,water,['Water Absorb'],600,80,110,120,130,90,70,0.5,1,1,2,0.5,1,0.25,1,1,1,2,0.25,1,1,1,2,0.25,1,3,1250000,100,30720,1.7,195,
722,Rowlet,Grass Quill Pokemon,7,0,grass,flying,"['Overgrow', 'Long Reach']",320,68,55,55,50,50,42,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,45,1059860,70,3840,0.3,1.5,88.1
723,Dartrix,Blade Quill Pokemon,7,0,grass,flying,"['Overgrow', 'Long Reach']",420,78,75,75,70,70,52,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,45,1059860,70,3840,0.7,16,88.1
724,Decidueye,Arrow Quill Pokemon,7,0,grass,ghost,"['Overgrow', 'Long Reach']",530,78,107,75,100,100,70,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5,45,1059860,70,3840,1.6,36.6,88.1
725,Litten,Fire Cat Pokemon,7,0,fire,,"['Blaze', 'Intimidate']",320,45,65,40,60,40,70,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,45,1059860,70,3840,0.4,4.3,88.1
726,Torracat,Fire Cat Pokemon,7,0,fire,,"['Blaze', 'Intimidate']",420,65,85,50,80,50,90,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,45,1059860,70,3840,0.7,25,88.1
727,Incineroar,Heel Pokemon,7,0,fire,dark,"['Blaze', 'Intimidate']",530,95,115,90,80,90,60,1,0.5,1,1,1,2,0.5,1,0.5,0.5,2,0.5,1,1,0,2,0.5,2,45,1059860,70,3840,1.8,83,88.1
728,Popplio,Sea Lion Pokemon,7,0,water,,"['Torrent', 'Liquid Voice']",320,50,54,54,66,56,40,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,45,1059860,70,3840,0.4,7.5,88.1
729,Brionne,Pop Star Pokemon,7,0,water,,"['Torrent', 'Liquid Voice']",420,60,69,69,91,81,50,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,45,1059860,70,3840,0.6,17.5,88.1
730,Primarina,Soloist Pokemon,7,0,water,fairy,"['Torrent', 'Liquid Voice']",530,80,74,74,126,116,60,0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5,45,1059860,70,3840,1.8,44,88.1
731,Pikipek,Woodpecker Pokemon,7,0,normal,flying,"['Keen Eye', 'Skill Link', 'Pickup']",265,35,75,30,30,30,65,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,255,1000000,70,3840,0.3,1.2,50
732,Trumbeak,Bugle Beak Pokemon,7,0,normal,flying,"['Keen Eye', 'Skill Link', 'Pickup']",355,55,85,50,40,50,75,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,120,1000000,70,3840,0.6,14.8,50
733,Toucannon,Cannon Pokemon,7,0,normal,flying,"['Keen Eye', 'Skill Link', 'Sheer Force']",485,80,120,75,75,75,60,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,45,1000000,70,3840,1.1,26,50
734,Yungoos,Loitering Pokemon,7,0,normal,,"['Stakeout', 'Strong Jaw', 'Adaptability']",253,48,70,30,30,30,45,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,255,1000000,70,3840,0.4,6,50
735,Gumshoos,Stakeout Pokemon,7,0,normal,,"['Stakeout', 'Strong Jaw', 'Adaptability']",418,88,110,60,55,60,45,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,127,1000000,70,3840,0.7,14.2,50
736,Grubbin,Larva Pokemon,7,0,bug,,['Swarm'],300,47,62,45,55,45,46,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,255,1000000,70,3840,0.4,4.4,50
737,Charjabug,Battery Pokemon,7,0,bug,electric,['Battery'],400,57,82,95,55,75,36,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,120,1000000,70,3840,0.5,10.5,50
738,Vikavolt,Stag Beetle Pokemon,7,0,bug,electric,['Levitate'],500,77,70,90,145,75,43,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,45,1000000,70,3840,1.5,45,50
739,Crabrawler,Boxing Pokemon,7,0,fighting,,"['Hyper Cutter', 'Iron Fist', 'Anger Point']",338,47,82,57,42,47,63,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,225,1000000,70,5120,0.6,7,50
740,Crabominable,Woolly Crab Pokemon,7,0,fighting,ice,"['Hyper Cutter', 'Iron Fist', 'Anger Point']",478,97,132,77,62,67,43,0.5,0.5,1,1,2,2,2,2,1,1,1,0.5,1,1,2,1,2,1,60,1000000,70,5120,1.7,180,50
741,Oricorio,Dancing Pokemon,7,0,fire,flying,['Dancer'],476,75,70,70,98,70,93,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,45,1000000,70,5120,0.6,3.4,24.6
742,Cutiefly,Bee Fly Pokemon,7,0,bug,fairy,"['Honey Gather', 'Shield Dust', 'Sweet Veil']",304,40,45,40,55,40,84,0.5,0.5,0,1,1,0.25,2,2,1,0.5,0.5,1,1,2,1,2,2,1,190,1000000,70,5120,0.1,0.2,50
743,Ribombee,Bee Fly Pokemon,7,0,bug,fairy,"['Honey Gather', 'Shield Dust', 'Sweet Veil']",464,60,55,60,95,70,124,0.5,0.5,0,1,1,0.25,2,2,1,0.5,0.5,1,1,2,1,2,2,1,75,1000000,70,5120,0.2,0.5,50
744,Rockruff,Puppy Pokemon,7,0,rock,,"['Keen Eye', 'Vital Spirit', 'Steadfast']",280,45,65,40,30,40,60,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,190,1000000,70,3840,0.5,9.2,50
745,Lycanroc,Wolf Pokemon,7,0,rock,,"['Keen Eye', 'Sand Rush', 'Steadfast', 'Keen Eye', 'Vital Spirit', 'No Guard']",487,85,115,75,55,75,82,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,90,1000000,70,3840,,,50
746,Wishiwashi,Small Fry Pokemon,7,0,water,,['Schooling'],620,45,140,130,140,135,30,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,60,800000,70,3840,0.2,0.3,50
747,Mareanie,Brutal Star Pokemon,7,0,poison,water,"['Merciless', 'Limber', 'Regenerator']",305,50,53,62,43,52,45,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,190,1000000,70,5120,0.4,8,50
748,Toxapex,Brutal Star Pokemon,7,0,poison,water,"['Merciless', 'Limber', 'Regenerator']",495,50,63,152,53,142,35,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5,75,1000000,70,5120,0.7,14.5,50
749,Mudbray,Donkey Pokemon,7,0,ground,,"['Own Tempo', 'Stamina', 'Inner Focus']",385,70,100,70,45,55,45,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,190,1000000,70,5120,1,110,50
750,Mudsdale,Draft Horse Pokemon,7,0,ground,,"['Own Tempo', 'Stamina', 'Inner Focus']",500,100,125,100,55,85,35,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,60,1000000,70,5120,2.5,920,50
751,Dewpider,Water Bubble Pokemon,7,0,water,bug,"['Water Bubble', 'Water Absorb']",269,38,40,52,40,72,27,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,200,1000000,70,3840,0.3,4,50
752,Araquanid,Water Bubble Pokemon,7,0,water,bug,"['Water Bubble', 'Water Absorb']",454,68,70,92,50,132,42,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,100,1000000,70,3840,1.8,82,50
753,Fomantis,Sickle Grass Pokemon,7,0,grass,,"['Leaf Guard', 'Contrary']",250,40,55,35,50,35,35,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,190,1000000,70,5120,0.3,1.5,50
754,Lurantis,Bloom Sickle Pokemon,7,0,grass,,"['Leaf Guard', 'Contrary']",480,70,105,90,80,90,45,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,75,1000000,70,5120,0.9,18.5,50
755,Morelull,Illuminating Pokemon,7,0,grass,fairy,"['Illuminate', 'Effect Spore', 'Rain Dish']",285,40,35,55,65,75,15,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,190,1000000,70,5120,0.2,1.5,50
756,Shiinotic,Illuminating Pokemon,7,0,grass,fairy,"['Illuminate', 'Effect Spore', 'Rain Dish']",405,60,45,80,90,100,30,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,75,1000000,70,5120,1,11.5,50
757,Salandit,Toxic Lizard Pokemon,7,0,poison,fire,"['Corrosion', 'Oblivious']",320,48,44,40,71,40,77,0.25,1,1,1,0.25,0.5,0.5,1,1,0.25,4,0.5,1,0.5,2,2,0.5,2,120,1000000,70,5120,0.6,4.8,88.1
758,Salazzle,Toxic Lizard Pokemon,7,0,poison,fire,"['Corrosion', 'Oblivious']",480,68,64,60,111,60,117,0.25,1,1,1,0.25,0.5,0.5,1,1,0.25,4,0.5,1,0.5,2,2,0.5,2,45,1000000,70,5120,1.2,22.2,0
759,Stufful,Flailing Pokemon,7,0,normal,fighting,"['Fluffy', 'Klutz', 'Cute Charm']",340,70,75,50,45,50,50,0.5,0.5,1,1,2,2,1,2,0,1,1,1,1,1,2,0.5,1,1,140,1000000,70,3840,0.5,6.8,50
